logID,lineID,date,time,level,module,component,message,tid,template,values
1,49,2015-10-17,"15:37:59,325",INFO,main,org.apache.hadoop.ipc.CallQueueManager,Using callQueue class java.util.concurrent.LinkedBlockingQueue,E110,Using callQueue class java.util.concurrent.LinkedBlockingQueue,[]
1,53,2015-10-17,"15:37:59,361",INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,nodeBlacklistingEnabled:true,E70,nodeBlacklistingEnabled:true,[]
1,54,2015-10-17,"15:37:59,361",INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,maxTaskFailuresPerNode is 3,E67,maxTaskFailuresPerNode is <*>,['3']
1,55,2015-10-17,"15:37:59,361",INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,blacklistDisablePercent is 33,E25,blacklistDisablePercent is <*>,['33']
1,56,2015-10-17,"15:37:59,405",INFO,main,org.apache.hadoop.yarn.client.RMProxy,Connecting to ResourceManager at MSRA-SA-41/10.190.173.170:8030,E27,Connecting to ResourceManager at <*>,['MSRA-SA-41/10.190.173.170:8030']
1,57,2015-10-17,"15:37:59,461",INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"maxContainerCapability: <memory:8192, vCores:32>",E66,"maxContainerCapability: <memory:<*>, vCores:<*>>","['8192', '32']"
1,58,2015-10-17,"15:37:59,461",INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,queue: default,E82,queue: default,[]
1,59,2015-10-17,"15:37:59,465",INFO,main,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Upper limit on the thread pool size is 500,E109,Upper limit on the thread pool size is <*>,['500']
1,60,2015-10-17,"15:37:59,466",INFO,main,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,yarn.client.max-cached-nodemanagers-proxies : 0,E114,yarn.client.max-cached-nodemanagers-proxies : <*>,['0']
2,1,2015-10-17,"15:37:57,969",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,Created MRAppMaster for application appattempt_1445062781478_0012_000001,E29,Created MRAppMaster for application appattempt_<*>,['1445062781478_0012_000001']
2,2,2015-10-17,"15:37:59,016",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,Executing with tokens:,E42,Executing with tokens:,[]
2,3,2015-10-17,"15:37:59,016",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,"Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: 12 cluster_timestamp: 1445062781478 } attemptId: 1 } keyId: 471522253)",E61,"Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: <*> cluster_timestamp: <*> } attemptId: <*> } keyId: <*>)","['12', '1445062781478', '1', '471522253']"
2,4,2015-10-17,"15:37:59,391",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,Using mapred newApiCommitter.,E111,Using mapred newApiCommitter.,[]
2,5,2015-10-17,"15:38:00,595",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,OutputCommitter set in config null,E76,OutputCommitter set in config null,[]
2,6,2015-10-17,"15:38:00,813",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter,E75,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter,[]
2,7,2015-10-17,"15:38:00,891",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.jobhistory.EventType for class org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,"['jobhistory.EventType', 'jobhistory.JobHistoryEventHandler']"
2,8,2015-10-17,"15:38:00,891",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobEventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$JobEventDispatcher,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,"['v2.app.job.event.JobEventType', 'v2.app.MRAppMaster$JobEventDispatcher']"
2,9,2015-10-17,"15:38:00,891",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.job.event.TaskEventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$TaskEventDispatcher,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,"['v2.app.job.event.TaskEventType', 'v2.app.MRAppMaster$TaskEventDispatcher']"
2,10,2015-10-17,"15:38:00,891",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.job.event.TaskAttemptEventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$TaskAttemptEventDispatcher,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,"['v2.app.job.event.TaskAttemptEventType', 'v2.app.MRAppMaster$TaskAttemptEventDispatcher']"
2,11,2015-10-17,"15:38:00,891",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventType for class org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,"['v2.app.commit.CommitterEventType', 'v2.app.commit.CommitterEventHandler']"
2,12,2015-10-17,"15:38:00,907",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.speculate.Speculator$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$SpeculatorEventDispatcher,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,"['v2.app.speculate.Speculator$EventType', 'v2.app.MRAppMaster$SpeculatorEventDispatcher']"
2,13,2015-10-17,"15:38:00,907",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.rm.ContainerAllocator$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$ContainerAllocatorRouter,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,"['v2.app.rm.ContainerAllocator$EventType', 'v2.app.MRAppMaster$ContainerAllocatorRouter']"
2,14,2015-10-17,"15:38:00,923",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncher$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$ContainerLauncherRouter,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,"['v2.app.launcher.ContainerLauncher$EventType', 'v2.app.MRAppMaster$ContainerLauncherRouter']"
2,15,2015-10-17,"15:38:01,032",INFO,main,org.apache.hadoop.mapreduce.v2.jobhistory.JobHistoryUtils,Default file system [hdfs://msra-sa-41:9000],E31,Default file system [hdfs://<*>],['msra-sa-41:9000']
2,16,2015-10-17,"15:38:01,095",INFO,main,org.apache.hadoop.mapreduce.v2.jobhistory.JobHistoryUtils,Default file system [hdfs://msra-sa-41:9000],E31,Default file system [hdfs://<*>],['msra-sa-41:9000']
2,17,2015-10-17,"15:38:01,204",INFO,main,org.apache.hadoop.mapreduce.v2.jobhistory.JobHistoryUtils,Default file system [hdfs://msra-sa-41:9000],E31,Default file system [hdfs://<*>],['msra-sa-41:9000']
2,18,2015-10-17,"15:38:01,235",INFO,main,org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,Emitting job history data to the timeline server is not enabled,E37,Emitting job history data to the timeline server is not enabled,[]
2,19,2015-10-17,"15:38:01,329",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobFinishEvent$Type for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$JobFinishEventHandler,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,"['v2.app.job.event.JobFinishEvent$Type', 'v2.app.MRAppMaster$JobFinishEventHandler']"
2,20,2015-10-17,"15:38:01,782",INFO,main,org.apache.hadoop.metrics2.impl.MetricsConfig,loaded properties from hadoop-metrics2.properties,E63,loaded properties from hadoop-metrics2.properties,[]
2,21,2015-10-17,"15:38:01,876",INFO,main,org.apache.hadoop.metrics2.impl.MetricsSystemImpl,Scheduled snapshot period at 10 second(s).,E92,Scheduled snapshot period at <*> second(s).,['10']
2,22,2015-10-17,"15:38:01,876",INFO,main,org.apache.hadoop.metrics2.impl.MetricsSystemImpl,MRAppMaster metrics system started,E69,MRAppMaster metrics system started,[]
2,23,2015-10-17,"15:38:01,891",INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Adding job token for job_1445062781478_0012 to jobTokenSecretManager,E7,Adding job token for job_<*> to jobTokenSecretManager,['1445062781478_0012']
2,24,2015-10-17,"15:38:02,407",INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Not uberizing job_1445062781478_0012 because: not enabled; too many maps; too much input;,E71,Not uberizing job_<*> because: not enabled; too many maps; too much input;,['1445062781478_0012']
2,25,2015-10-17,"15:38:02,454",INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Input size for job job_1445062781478_0012 = 1256521728. Number of splits = 10,E48,Input size for job job_<*> = <*>. Number of splits = <*>,"['1445062781478_0012', '1256521728', '10']"
2,26,2015-10-17,"15:38:02,454",INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Number of reduces for job job_1445062781478_0012 = 1,E73,Number of reduces for job job_<*> = <*>,"['1445062781478_0012', '1']"
2,27,2015-10-17,"15:38:02,454",INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,job_1445062781478_0012Job Transitioned from NEW to INITED,E55,job_<*>Job Transitioned from NEW to INITED,['1445062781478_0012']
2,28,2015-10-17,"15:38:02,454",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,"MRAppMaster launching normal, non-uberized, multi-container job job_1445062781478_0012.",E68,"MRAppMaster launching normal, non-uberized, multi-container job job_<*>.",['1445062781478_0012']
2,29,2015-10-17,"15:38:02,501",INFO,main,org.apache.hadoop.ipc.CallQueueManager,Using callQueue class java.util.concurrent.LinkedBlockingQueue,E110,Using callQueue class java.util.concurrent.LinkedBlockingQueue,[]
2,31,2015-10-17,"15:38:02,563",INFO,main,org.apache.hadoop.yarn.factories.impl.pb.RpcServerFactoryPBImpl,Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server,E9,Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server,[]
2,32,2015-10-17,"15:38:02,563",INFO,main,org.apache.hadoop.mapreduce.v2.app.client.MRClientService,Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:49441,E49,Instantiated MRClientService at MININT-<*>,['FNANLI5.fareast.corp.microsoft.com/10.86.169.121:49441']
2,35,2015-10-17,"15:38:02,735",INFO,main,org.mortbay.log,Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog,E64,Logging to <*>(org.mortbay.log) via <*>,"['org.slf4j.impl.Log4jLoggerAdapter', 'org.mortbay.log.Slf4jLog']"
2,36,2015-10-17,"15:38:02,782",INFO,main,org.apache.hadoop.http.HttpRequestLog,Http request log for http.requests.mapreduce is not defined,E47,Http request log for http.requests.mapreduce is not defined,[]
2,37,2015-10-17,"15:38:02,798",INFO,main,org.apache.hadoop.http.HttpServer2,Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),E5,Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),[]
2,38,2015-10-17,"15:38:02,798",INFO,main,org.apache.hadoop.http.HttpServer2,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context mapreduce,E3,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context mapreduce,[]
2,39,2015-10-17,"15:38:02,798",INFO,main,org.apache.hadoop.http.HttpServer2,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context static,E4,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context static,[]
2,40,2015-10-17,"15:38:02,798",INFO,main,org.apache.hadoop.http.HttpServer2,adding path spec: /mapreduce/*,E8,adding path spec: /<*>/*,['mapreduce']
2,41,2015-10-17,"15:38:02,813",INFO,main,org.apache.hadoop.http.HttpServer2,adding path spec: /ws/*,E8,adding path spec: /<*>/*,['ws']
2,42,2015-10-17,"15:38:02,813",INFO,main,org.apache.hadoop.http.HttpServer2,Jetty bound to port 49448,E52,Jetty bound to port <*>,['49448']
2,43,2015-10-17,"15:38:02,813",INFO,main,org.mortbay.log,jetty-6.1.26,E53,jetty-6.1.26,[]
2,44,2015-10-17,"15:38:02,923",INFO,main,org.mortbay.log,Extract jar:file:/D:/hadoop-2.6.0-localbox/share/hadoop/yarn/hadoop-yarn-common-2.6.0-SNAPSHOT.jar!/webapps/mapreduce to C:\Users\msrabi\AppData\Local\Temp\Jetty_0_0_0_0_49448_mapreduce____yuz9fq\webapp,E43,Extract jar:file:<*> to <*>,"['/D:/hadoop-2.6.0-localbox/share/hadoop/yarn/hadoop-yarn-common-2.6.0-SNAPSHOT.jar!/webapps/mapreduce', 'C:\\Users\\msrabi\\AppData\\Local\\Temp\\Jetty_0_0_0_0_49448_mapreduce____yuz9fq\\webapp']"
2,45,2015-10-17,"15:38:03,938",INFO,main,org.mortbay.log,Started HttpServer2$SelectChannelConnectorWithSafeStartup@0.0.0.0:49448,E97,Started HttpServer2$SelectChannelConnectorWithSafeStartup@<*>,['0.0.0.0:49448']
2,46,2015-10-17,"15:38:03,938",INFO,main,org.apache.hadoop.yarn.webapp.WebApps,Web app /mapreduce started at 49448,E113,Web app /mapreduce started at <*>,['49448']
2,47,2015-10-17,"15:38:04,860",INFO,main,org.apache.hadoop.yarn.webapp.WebApps,Registered webapp guice modules,E88,Registered webapp guice modules,[]
2,48,2015-10-17,"15:38:04,876",INFO,main,org.apache.hadoop.ipc.CallQueueManager,Using callQueue class java.util.concurrent.LinkedBlockingQueue,E110,Using callQueue class java.util.concurrent.LinkedBlockingQueue,[]
2,53,2015-10-17,"15:38:04,923",INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,nodeBlacklistingEnabled:true,E70,nodeBlacklistingEnabled:true,[]
2,54,2015-10-17,"15:38:04,923",INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,maxTaskFailuresPerNode is 3,E67,maxTaskFailuresPerNode is <*>,['3']
2,55,2015-10-17,"15:38:04,923",INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,blacklistDisablePercent is 33,E25,blacklistDisablePercent is <*>,['33']
