logID,lineID,month,date,time,level,component,pid,message,tid,template,values
1,18,Jun,9,06:06:20,combo,kernel,,"HighMem zone: 0 pages, LIFO batch:1",E50,"HighMem zone: <*> pages, LIFO batch:<*>","['0', '1']"
1,19,Jun,9,06:06:20,combo,kernel,,DMI 2.3 present.,E42,DMI <*>.<*> present.,"['2', '3']"
1,20,Jun,9,06:06:20,combo,kernel,,ACPI disabled because your bios is from 2000 and too old,E4,ACPI disabled because your bios is from <*> and too old,['2000']
1,21,Jun,9,06:06:20,combo,kernel,,You can enable it with acpi=force,E117,You can enable it with acpi=force,[]
1,22,Jun,9,06:06:20,combo,kernel,,Built 1 zonelists,E24,Built <*> zonelists,['1']
1,23,Jun,9,06:06:20,combo,irqbalance,,irqbalance startup succeeded,E58,irqbalance startup succeeded,[]
1,24,Jun,9,06:06:20,combo,kernel,,Kernel command line: ro root=LABEL=/ rhgb quiet,E62,Kernel command line: ro root=LABEL=/ rhgb quiet,[]
1,25,Jun,9,06:06:20,combo,kernel,,mapped 4G/4G trampoline to ffff3000.,E69,mapped 4G/4G trampoline to <*>.,['ffff3000']
1,26,Jun,9,06:06:20,combo,kernel,,Initializing CPU#0,E52,Initializing CPU#<*>,['0']
1,27,Jun,9,06:06:20,combo,portmap,,portmap startup succeeded,E85,portmap startup succeeded,[]
1,28,Jun,9,06:06:20,combo,kernel,,"CPU 0 irqstacks, hard=02345000 soft=02344000",E32,"CPU <*> irqstacks, hard=<*> soft=<*>","['0', '02345000', '02344000']"
1,29,Jun,9,06:06:20,combo,kernel,,PID hash table entries: 512 (order 9: 4096 bytes),E84,PID hash table entries: 512 (order <*>: <*> bytes),"['9', '4096']"
1,30,Jun,9,06:06:20,combo,kernel,,Detected 731.214 MHz processor.,E40,Detected <*>.<*> MHz processor.,"['731', '214']"
1,31,Jun,9,06:06:20,combo,kernel,,Using tsc for high-res timesource,E113,Using tsc for high-res timesource,[]
1,32,Jun,9,06:06:20,combo,kernel,,Console: colour VGA+ 80x25,E30,Console: colour VGA+ <*>,['80x25']
1,33,Jun,9,06:06:20,combo,kernel,,"Memory: 125312k/129720k available (1540k kernel code, 3860k reserved, 599k data, 144k init, 0k highmem)",E70,"Memory: <*> available (<*> kernel code, <*> reserved, <*> data, <*> init, <*> highmem)","['125312k/129720k', '1540k', '3860k', '599k', '144k', '0k']"
1,34,Jun,9,06:06:20,combo,kernel,,Calibrating delay loop... 1441.79 BogoMIPS,E25,Calibrating delay loop... <*>.<*> BogoMIPS,"['1441', '79']"
1,35,Jun,9,06:06:20,combo,kernel,,Security Scaffold v1.0.0 initialized,E96,Security Scaffold v<*>.<*>.<*> initialized,"['1', '0', '0']"
1,36,Jun,9,06:06:20,combo,kernel,,SELinux:  Initializing.,E97,SELinux:  Initializing.,[]
1,37,Jun,9,06:06:20,combo,kernel,,SELinux:  Starting in permissive mode,E99,SELinux:  Starting in permissive mode,[]
1,38,Jun,9,06:06:20,combo,kernel,,"There is already a security framework initialized, register_security failed.",E107,"There is already a security framework initialized, register_security failed.",[]
1,39,Jun,9,06:06:20,combo,kernel,,Failure registering capabilities with the kernel,E46,Failure registering capabilities with the kernel,[]
1,40,Jun,9,06:06:20,combo,kernel,,selinux_register_security:  Registering secondary module capability,E100,selinux_register_security:  Registering secondary module capability,[]
1,41,Jun,9,06:06:20,combo,kernel,,Capability LSM initialized,E26,Capability LSM initialized,[]
1,42,Jun,9,06:06:20,combo,kernel,,"Dentry cache hash table entries: 16384 (order: 4, 65536 bytes)",E39,"Dentry cache hash table entries: <*> (order: <*>, <*> bytes)","['16384', '4', '65536']"
1,43,Jun,9,06:06:20,combo,kernel,,"Inode-cache hash table entries: 8192 (order: 3, 32768 bytes)",E55,"Inode-cache hash table entries: <*> (order: <*>, <*> bytes)","['8192', '3', '32768']"
1,44,Jun,9,06:06:20,combo,kernel,,"Mount-cache hash table entries: 512 (order: 0, 4096 bytes)",E71,"Mount-cache hash table entries: <*> (order: <*>, <*> bytes)","['512', '0', '4096']"
1,45,Jun,9,06:06:20,combo,rpc.statd,1605,Version 1.0.6 Starting,E114,Version <*>.<*>.<*> Starting,"['1', '0', '6']"
1,46,Jun,9,06:06:20,combo,nfslock,,rpc.statd startup succeeded,E93,rpc.statd startup succeeded,[]
1,47,Jun,9,06:06:20,combo,kernel,,"CPU: L1 I cache: 16K, L1 D cache: 16K",E34,"CPU: L1 I cache: <*>, L1 D cache: <*>","['16K', '16K']"
1,48,Jun,9,06:06:21,combo,kernel,,CPU: L2 cache: 256K,E35,CPU: L2 cache: <*>,['256K']
1,49,Jun,9,06:06:21,combo,kernel,,Intel machine check architecture supported.,E56,Intel machine check architecture supported.,[]
1,50,Jun,9,06:06:21,combo,kernel,,Intel machine check reporting enabled on CPU#0.,E57,Intel machine check reporting enabled on CPU#<*>.,['0']
1,51,Jun,9,06:06:21,combo,kernel,,CPU: Intel Pentium III (Coppermine) stepping 06,E33,CPU: Intel Pentium III (Coppermine) stepping <*>,['06']
1,52,Jun,9,06:06:21,combo,kernel,,Enabling fast FPU save and restore... done.,E44,Enabling fast FPU save and restore... done.,[]
1,53,Jun,9,06:06:21,combo,kernel,,Enabling unmasked SIMD FPU exception support... done.,E45,Enabling unmasked SIMD FPU exception support... done.,[]
1,54,Jun,9,06:06:21,combo,kernel,,Checking 'hlt' instruction... OK.,E28,Checking 'hlt' instruction... OK.,[]
1,55,Jun,9,06:06:21,combo,kernel,,POSIX conformance testing by UNIFIX,E86,POSIX conformance testing by UNIFIX,[]
1,56,Jun,9,06:06:21,combo,kernel,,NET: Registered protocol family 16,E73,NET: Registered protocol family <*>,['16']
1,57,Jun,9,06:06:21,combo,kernel,,"PCI: PCI BIOS revision 2.10 entry at 0xfc0ce, last bus=1",E78,"PCI: PCI BIOS revision <*>.<*> entry at <*>, last bus=<*>","['2', '10', '0xfc0ce', '1']"
1,58,Jun,9,06:06:21,combo,kernel,,PCI: Using configuration type 1,E81,PCI: Using configuration type <*>,['1']
1,59,Jun,9,06:06:21,combo,kernel,,mtrr: v2.0 (20020519),E72,mtrr: v<*>.<*> (<*>),"['2', '0', '20020519']"
1,60,Jun,9,06:06:21,combo,kernel,,ACPI: Subsystem revision 20040326,E7,ACPI: Subsystem revision <*>,['20040326']
1,61,Jun,9,06:06:21,combo,kernel,,ACPI: Interpreter disabled.,E6,ACPI: Interpreter disabled.,[]
1,62,Jun,9,06:06:21,combo,kernel,,Linux Plug and Play Support v0.97 (c) Adam Belay,E67,Linux Plug and Play Support v<*>.<*> (c) Adam Belay,"['0', '97']"
1,63,Jun,9,06:06:21,combo,kernel,,usbcore: registered new driver usbfs,E111,usbcore: registered new driver usbfs,[]
1,64,Jun,9,06:06:21,combo,kernel,,usbcore: registered new driver hub,E110,usbcore: registered new driver hub,[]
1,65,Jun,9,06:06:21,combo,rpcidmapd,,rpc.idmapd startup succeeded,E92,rpc.idmapd startup succeeded,[]
1,66,Jun,9,06:06:21,combo,kernel,,ACPI: ACPI tables contain no PCI IRQ routing entries,E5,ACPI: ACPI tables contain no PCI IRQ routing entries,[]
1,67,Jun,9,06:06:21,combo,kernel,,PCI: Invalid ACPI-PCI IRQ routing table,E77,PCI: Invalid ACPI-PCI IRQ routing table,[]
1,68,Jun,9,06:06:21,combo,random,,Initializing random number generator:  succeeded,E54,Initializing random number generator:  succeeded,[]
1,69,Jun,9,06:06:21,combo,kernel,,PCI: Probing PCI hardware,E79,PCI: Probing PCI hardware,[]
1,70,Jun,9,06:06:21,combo,kernel,,PCI: Probing PCI hardware (bus 00),E80,PCI: Probing PCI hardware (bus <*>),['00']
1,71,Jun,9,06:06:21,combo,kernel,,Transparent bridge - 0000:00:1e.0,E109,Transparent bridge - <*>,['0000:00:1e.0']
1,72,Jun,9,06:06:21,combo,kernel,,PCI: Using IRQ router PIIX/ICH [8086/2410] at 0000:00:1f.0,E82,PCI: Using IRQ router PIIX/ICH [<*>/<*>] at <*>,"['8086', '2410', '0000:00:1f.0']"
1,73,Jun,9,06:06:21,combo,kernel,,apm: BIOS version 1.2 Flags 0x03 (Driver version 1.16ac),E10,apm: BIOS version <*>.<*> Flags <*> (Driver version <*>),"['1', '2', '0x03', '1.16ac']"
1,74,Jun,9,06:06:21,combo,kernel,,audit: initializing netlink socket (disabled),E12,audit: initializing netlink socket (disabled),[]
1,75,Jun,9,06:06:21,combo,kernel,,audit(1118297138.4294965368:0): initialized,E11,audit(<*>.<*>:<*>): initialized,"['1118297138', '4294965368', '0']"
1,76,Jun,9,06:06:21,combo,kernel,,"Total HugeTLB memory allocated, 0",E108,"Total HugeTLB memory allocated, <*>",['0']
1,77,Jun,9,06:06:21,combo,rc,,Starting pcmcia:  succeeded,E105,Starting pcmcia:  succeeded,[]
1,78,Jun,9,06:06:21,combo,kernel,,VFS: Disk quotas dquot_6.5.1,E115,VFS: Disk quotas dquot_<*>.<*>.<*>,"['6', '5', '1']"
1,79,Jun,9,06:06:21,combo,kernel,,"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)",E43,"Dquot-cache hash table entries: <*> (order <*>, <*> bytes)","['1024', '0', '4096']"
1,80,Jun,9,06:06:21,combo,kernel,,SELinux:  Registering netfilter hooks,E98,SELinux:  Registering netfilter hooks,[]
1,81,Jun,9,06:06:21,combo,kernel,,Initializing Cryptographic API,E53,Initializing Cryptographic API,[]
1,82,Jun,9,06:06:21,combo,kernel,,pci_hotplug: PCI Hot Plug PCI Core version: 0.5,E83,pci_hotplug: PCI Hot Plug PCI Core version: <*>.<*>,"['0', '5']"
1,83,Jun,9,06:06:21,combo,kernel,,isapnp: Scanning for PnP cards...,E60,isapnp: Scanning for PnP cards...,[]
1,84,Jun,9,06:06:21,combo,kernel,,isapnp: No Plug & Play device found,E59,isapnp: No Plug & Play device found,[]
1,85,Jun,9,06:06:21,combo,kernel,,Real Time Clock Driver v1.12,E87,Real Time Clock Driver v<*>.<*>,"['1', '12']"
1,86,Jun,9,06:06:21,combo,kernel,,Linux agpgart interface v0.100 (c) Dave Jones,E66,Linux agpgart interface v<*>.<*> (c) Dave Jones,"['0', '100']"
1,89,Jun,9,06:06:22,combo,bluetooth,,hcid startup succeeded,E49,hcid startup succeeded,[]
1,91,Jun,9,06:06:22,combo,hcid,1677,HCI daemon ver 2.4 started,E48,HCI daemon ver <*>.<*> started,"['2', '4']"
1,92,Jun,9,06:06:17,combo,network,,Setting network parameters:  succeeded,E104,Setting network parameters:  succeeded,[]
1,93,Jun,9,06:06:22,combo,bluetooth,,sdpd startup succeeded,E94,sdpd startup succeeded,[]
1,95,Jun,9,06:06:22,combo,sdpd,1681,sdpd v1.5 started,E95,sdpd v<*>.<*> started,"['1', '5']"
1,96,Jun,9,06:06:17,combo,network,,Bringing up loopback interface:  succeeded,E23,Bringing up loopback interface:  succeeded,[]
1,144,Jun,9,06:06:25,combo,kernel,,NET: Registered protocol family 2,E73,NET: Registered protocol family <*>,['2']
1,148,Jun,9,06:06:26,combo,kernel,,NET: Registered protocol family 1,E73,NET: Registered protocol family <*>,['1']
1,149,Jun,9,06:06:26,combo,kernel,,NET: Registered protocol family 17,E73,NET: Registered protocol family <*>,['17']
1,168,Jun,9,06:06:28,combo,kernel,,NET: Registered protocol family 10,E73,NET: Registered protocol family <*>,['10']
1,204,Jun,9,06:06:34,combo,kernel,,NET: Registered protocol family 31,E73,NET: Registered protocol family <*>,['31']
1,216,Jun,9,06:06:37,combo,cups,,cupsd startup succeeded,E38,cupsd startup succeeded,[]
1,228,Jun,9,06:06:45,combo,udev,2054,creating device node '/udev/lp0',E36,creating device node '/udev/<*>',['lp0']
1,232,Jun,9,06:06:46,combo,gpm,2068,*** info [mice.c(1766)]:,E1,*** info [mice.c(<*>)]:,['1766']
1,233,Jun,9,06:06:46,combo,gpm,2068,imps2: Auto-detected intellimouse PS/2,E51,imps2: Auto-detected intellimouse PS/<*>,['2']
1,235,Jun,9,06:06:46,combo,su(pam_unix),2077,session opened for user htt by (uid=0),E102,session opened for user <*> by (uid=<*>),"['htt', '0']"
1,236,Jun,9,06:06:46,combo,su(pam_unix),2077,session closed for user htt,E101,session closed for user <*>,['htt']
1,292,Jun,9,06:07:26,combo,udev,2514,creating device node '/udev/vcs2',E36,creating device node '/udev/<*>',['vcs2']
1,293,Jun,9,06:07:26,combo,udev,2515,creating device node '/udev/vcsa2',E36,creating device node '/udev/<*>',['vcsa2']
1,294,Jun,9,06:07:26,combo,udev,2541,creating device node '/udev/vcs1',E36,creating device node '/udev/<*>',['vcs1']
1,295,Jun,9,06:07:26,combo,udev,2542,creating device node '/udev/vcsa1',E36,creating device node '/udev/<*>',['vcsa1']
1,296,Jun,9,06:07:26,combo,udev,2555,creating device node '/udev/vcs5',E36,creating device node '/udev/<*>',['vcs5']
1,297,Jun,9,06:07:26,combo,udev,2566,creating device node '/udev/vcsa5',E36,creating device node '/udev/<*>',['vcsa5']
1,298,Jun,9,06:07:26,combo,udev,2590,removing device node '/udev/vcs2',E89,removing device node '/udev/<*>',['vcs2']
1,299,Jun,9,06:07:26,combo,udev,2456,removing device node '/udev/vcsa8',E89,removing device node '/udev/<*>',['vcsa8']
1,300,Jun,9,06:07:26,combo,udev,2611,removing device node '/udev/vcsa5',E89,removing device node '/udev/<*>',['vcsa5']
1,301,Jun,9,06:07:26,combo,udev,2575,removing device node '/udev/vcs1',E89,removing device node '/udev/<*>',['vcs1']
1,302,Jun,9,06:07:26,combo,udev,2587,removing device node '/udev/vcsa1',E89,removing device node '/udev/<*>',['vcsa1']
1,303,Jun,9,06:07:26,combo,udev,2596,removing device node '/udev/vcs5',E89,removing device node '/udev/<*>',['vcs5']
1,304,Jun,9,06:07:26,combo,udev,2606,creating device node '/udev/vcs2',E36,creating device node '/udev/<*>',['vcs2']
1,305,Jun,9,06:07:26,combo,udev,2455,removing device node '/udev/vcs8',E89,removing device node '/udev/<*>',['vcs8']
1,306,Jun,9,06:07:26,combo,udev,2498,creating device node '/udev/vcsa3',E36,creating device node '/udev/<*>',['vcsa3']
1,307,Jun,9,06:07:26,combo,udev,2457,creating device node '/udev/vcs3',E36,creating device node '/udev/<*>',['vcs3']
1,308,Jun,9,06:07:26,combo,udev,2578,removing device node '/udev/vcsa2',E89,removing device node '/udev/<*>',['vcsa2']
1,309,Jun,9,06:07:27,combo,udev,2720,creating device node '/udev/vcsa5',E36,creating device node '/udev/<*>',['vcsa5']
1,310,Jun,9,06:07:27,combo,udev,2724,creating device node '/udev/vcs1',E36,creating device node '/udev/<*>',['vcs1']
1,311,Jun,9,06:07:27,combo,udev,2631,creating device node '/udev/vcs6',E36,creating device node '/udev/<*>',['vcs6']
1,312,Jun,9,06:07:27,combo,udev,2641,creating device node '/udev/vcs4',E36,creating device node '/udev/<*>',['vcs4']
1,313,Jun,9,06:07:27,combo,udev,2648,creating device node '/udev/vcsa6',E36,creating device node '/udev/<*>',['vcsa6']
1,314,Jun,9,06:07:27,combo,udev,2655,creating device node '/udev/vcsa4',E36,creating device node '/udev/<*>',['vcsa4']
1,315,Jun,9,06:07:27,combo,udev,2725,creating device node '/udev/vcsa1',E36,creating device node '/udev/<*>',['vcsa1']
1,316,Jun,9,06:07:28,combo,udev,2734,creating device node '/udev/vcs5',E36,creating device node '/udev/<*>',['vcs5']
1,317,Jun,9,06:07:28,combo,udev,2743,removing device node '/udev/vcsa3',E89,removing device node '/udev/<*>',['vcsa3']
1,318,Jun,9,06:07:28,combo,udev,2752,removing device node '/udev/vcs3',E89,removing device node '/udev/<*>',['vcs3']
1,319,Jun,9,06:07:29,combo,udev,2757,creating device node '/udev/vcsa2',E36,creating device node '/udev/<*>',['vcsa2']
1,320,Jun,9,06:07:29,combo,udev,2770,removing device node '/udev/vcs6',E89,removing device node '/udev/<*>',['vcs6']
1,321,Jun,9,06:07:30,combo,udev,2779,removing device node '/udev/vcs4',E89,removing device node '/udev/<*>',['vcs4']
1,322,Jun,9,06:07:30,combo,udev,2789,removing device node '/udev/vcsa6',E89,removing device node '/udev/<*>',['vcsa6']
1,323,Jun,9,06:07:30,combo,udev,2798,removing device node '/udev/vcsa4',E89,removing device node '/udev/<*>',['vcsa4']
1,324,Jun,9,06:07:31,combo,udev,2811,creating device node '/udev/vcsa3',E36,creating device node '/udev/<*>',['vcsa3']
1,325,Jun,9,06:07:31,combo,udev,2813,creating device node '/udev/vcs3',E36,creating device node '/udev/<*>',['vcs3']
1,326,Jun,9,06:07:32,combo,udev,2833,creating device node '/udev/vcs6',E36,creating device node '/udev/<*>',['vcs6']
1,327,Jun,9,06:07:32,combo,udev,2846,creating device node '/udev/vcs4',E36,creating device node '/udev/<*>',['vcs4']
1,328,Jun,9,06:07:32,combo,udev,2847,creating device node '/udev/vcsa6',E36,creating device node '/udev/<*>',['vcsa6']
1,329,Jun,9,06:07:32,combo,udev,2848,creating device node '/udev/vcsa4',E36,creating device node '/udev/<*>',['vcsa4']
1,330,Jun,9,06:07:33,combo,udev,2820,creating device node '/udev/vcs7',E36,creating device node '/udev/<*>',['vcs7']
1,331,Jun,9,06:07:33,combo,udev,2827,creating device node '/udev/vcsa7',E36,creating device node '/udev/<*>',['vcsa7']
1,332,Jun,9,06:07:34,combo,udev,2889,removing device node '/udev/vcs7',E89,removing device node '/udev/<*>',['vcs7']
1,333,Jun,9,06:07:34,combo,udev,2898,removing device node '/udev/vcsa7',E89,removing device node '/udev/<*>',['vcsa7']
1,334,Jun,9,06:07:34,combo,udev,2903,creating device node '/udev/vcs7',E36,creating device node '/udev/<*>',['vcs7']
1,335,Jun,9,06:07:34,combo,udev,2904,creating device node '/udev/vcsa7',E36,creating device node '/udev/<*>',['vcsa7']
1,341,Jun,10,04:03:01,combo,su(pam_unix),5120,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>),"['cyrus', '0']"
1,342,Jun,10,04:03:01,combo,su(pam_unix),5120,session closed for user cyrus,E101,session closed for user <*>,['cyrus']
1,343,Jun,10,04:03:02,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1],[]
1,344,Jun,10,04:09:15,combo,su(pam_unix),5493,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),"['news', '0']"
1,345,Jun,10,04:09:16,combo,su(pam_unix),5493,session closed for user news,E101,session closed for user <*>,['news']
2,1,Jun,10,11:31:44,combo,syslogd 1.4.1,,restart.,E90,restart.,[]
2,2,Jun,10,11:31:44,combo,syslog,,syslogd startup succeeded,E106,syslogd startup succeeded,[]
2,3,Jun,10,11:31:44,combo,kernel,,"klogd 1.4.1, log source = /proc/kmsg started.",E64,"klogd <*>.<*>.<*>, log source = /proc/kmsg started.","['1', '4', '1']"
2,4,Jun,10,11:31:44,combo,kernel,,Linux version 2.6.5-1.358 (bhcompile@bugs.build.redhat.com) (gcc version 3.3.3 20040412 (Red Hat Linux 3.3.3-7)) #1 Sat May 8 09:04:50 EDT 2004,E68,Linux version <*>.<*>.<*><*>.<*> (bhcompile@bugs.build.redhat.com) (gcc version <*>.<*>.<*> (Red Hat Linux <*>.<*>.<*><*>)) #<*> <*>:<*>:<*> EDT <*>,"['2', '6', '', '5-1', '358', '3', '3', '3 20040412', '3', '3', '', '3-7', '1', 'Sat May 8 09', '04', '50', '2004']"
2,5,Jun,10,11:31:44,combo,kernel,,BIOS-provided physical RAM map:,E22,BIOS-provided physical RAM map:,[]
2,6,Jun,10,11:31:44,combo,kernel,,BIOS-e820: 0000000000000000 - 00000000000a0000 (usable),E21,BIOS-e820: <*> - <*> (usable),"['0000000000000000', '00000000000a0000']"
2,7,Jun,10,11:31:44,combo,kernel,,BIOS-e820: 00000000000f0000 - 0000000000100000 (reserved),E20,BIOS-e820: <*> - <*> (reserved),"['00000000000f0000', '0000000000100000']"
2,8,Jun,10,11:31:44,combo,kernel,,BIOS-e820: 0000000000100000 - 0000000007eae000 (usable),E21,BIOS-e820: <*> - <*> (usable),"['0000000000100000', '0000000007eae000']"
2,9,Jun,10,11:31:44,combo,kernel,,BIOS-e820: 0000000007eae000 - 0000000008000000 (reserved),E20,BIOS-e820: <*> - <*> (reserved),"['0000000007eae000', '0000000008000000']"
2,10,Jun,10,11:31:44,combo,kernel,,BIOS-e820: 00000000ffb00000 - 0000000100000000 (reserved),E20,BIOS-e820: <*> - <*> (reserved),"['00000000ffb00000', '0000000100000000']"
2,11,Jun,10,11:31:44,combo,kernel,,0MB HIGHMEM available.,E2,<*> HIGHMEM available.,['0MB']
2,12,Jun,10,11:31:44,combo,kernel,,126MB LOWMEM available.,E3,<*> LOWMEM available.,['126MB']
2,13,Jun,10,11:31:44,combo,kernel,,zapping low mappings.,E118,zapping low mappings.,[]
2,14,Jun,10,11:31:44,combo,kernel,,On node 0 totalpages: 32430,E76,On node <*> totalpages: <*>,"['0', '32430']"
2,15,Jun,10,11:31:44,combo,syslog,,klogd startup succeeded,E65,klogd startup succeeded,[]
2,16,Jun,10,11:31:44,combo,kernel,,"DMA zone: 4096 pages, LIFO batch:1",E41,"DMA zone: <*> pages, LIFO batch:<*>","['4096', '1']"
2,17,Jun,10,11:31:44,combo,kernel,,"Normal zone: 28334 pages, LIFO batch:6",E74,"Normal zone: <*> pages, LIFO batch:<*>","['28334', '6']"
2,18,Jun,10,11:31:44,combo,irqbalance,,irqbalance startup succeeded,E58,irqbalance startup succeeded,[]
2,19,Jun,10,11:31:44,combo,kernel,,"HighMem zone: 0 pages, LIFO batch:1",E50,"HighMem zone: <*> pages, LIFO batch:<*>","['0', '1']"
2,20,Jun,10,11:31:44,combo,kernel,,DMI 2.3 present.,E42,DMI <*>.<*> present.,"['2', '3']"
2,21,Jun,10,11:31:44,combo,kernel,,ACPI disabled because your bios is from 2000 and too old,E4,ACPI disabled because your bios is from <*> and too old,['2000']
2,22,Jun,10,11:31:44,combo,kernel,,You can enable it with acpi=force,E117,You can enable it with acpi=force,[]
2,23,Jun,10,11:31:44,combo,kernel,,Built 1 zonelists,E24,Built <*> zonelists,['1']
2,24,Jun,10,11:31:44,combo,kernel,,Kernel command line: ro root=LABEL=/ rhgb quiet,E62,Kernel command line: ro root=LABEL=/ rhgb quiet,[]
2,25,Jun,10,11:31:44,combo,kernel,,mapped 4G/4G trampoline to ffff3000.,E69,mapped 4G/4G trampoline to <*>.,['ffff3000']
2,26,Jun,10,11:31:44,combo,kernel,,Initializing CPU#0,E52,Initializing CPU#<*>,['0']
2,27,Jun,10,11:31:44,combo,kernel,,"CPU 0 irqstacks, hard=02345000 soft=02344000",E32,"CPU <*> irqstacks, hard=<*> soft=<*>","['0', '02345000', '02344000']"
2,28,Jun,10,11:31:44,combo,kernel,,PID hash table entries: 512 (order 9: 4096 bytes),E84,PID hash table entries: 512 (order <*>: <*> bytes),"['9', '4096']"
2,29,Jun,10,11:31:44,combo,kernel,,Detected 731.221 MHz processor.,E40,Detected <*>.<*> MHz processor.,"['731', '221']"
2,30,Jun,10,11:31:44,combo,kernel,,Using tsc for high-res timesource,E113,Using tsc for high-res timesource,[]
2,31,Jun,10,11:31:44,combo,kernel,,Console: colour VGA+ 80x25,E30,Console: colour VGA+ <*>,['80x25']
2,32,Jun,10,11:31:44,combo,kernel,,"Memory: 125312k/129720k available (1540k kernel code, 3860k reserved, 599k data, 144k init, 0k highmem)",E70,"Memory: <*> available (<*> kernel code, <*> reserved, <*> data, <*> init, <*> highmem)","['125312k/129720k', '1540k', '3860k', '599k', '144k', '0k']"
2,33,Jun,10,11:31:44,combo,kernel,,Calibrating delay loop... 1445.88 BogoMIPS,E25,Calibrating delay loop... <*>.<*> BogoMIPS,"['1445', '88']"
2,34,Jun,10,11:31:44,combo,kernel,,Security Scaffold v1.0.0 initialized,E96,Security Scaffold v<*>.<*>.<*> initialized,"['1', '0', '0']"
2,35,Jun,10,11:31:44,combo,portmap,,portmap startup succeeded,E85,portmap startup succeeded,[]
2,36,Jun,10,11:31:44,combo,kernel,,SELinux:  Initializing.,E97,SELinux:  Initializing.,[]
2,37,Jun,10,11:31:44,combo,kernel,,SELinux:  Starting in permissive mode,E99,SELinux:  Starting in permissive mode,[]
2,38,Jun,10,11:31:44,combo,kernel,,"There is already a security framework initialized, register_security failed.",E107,"There is already a security framework initialized, register_security failed.",[]
2,39,Jun,10,11:31:44,combo,rpc.statd,1636,Version 1.0.6 Starting,E114,Version <*>.<*>.<*> Starting,"['1', '0', '6']"
2,40,Jun,10,11:31:44,combo,kernel,,Failure registering capabilities with the kernel,E46,Failure registering capabilities with the kernel,[]
2,41,Jun,10,11:31:44,combo,nfslock,,rpc.statd startup succeeded,E93,rpc.statd startup succeeded,[]
2,42,Jun,10,11:31:44,combo,kernel,,selinux_register_security:  Registering secondary module capability,E100,selinux_register_security:  Registering secondary module capability,[]
2,43,Jun,10,11:31:45,combo,kernel,,Capability LSM initialized,E26,Capability LSM initialized,[]
